Song,OG Artist,OG Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
American Dreams,Papa Roach,American Dreams,Papa Roach,Crooked Teeth,4ABntUukZcR0Yn6OiARnJG,55,https://p.scdn.co/mp3-preview/7194b959212a4756c888cda8a5a80c59deff1220?cid=3502c8805da84b25aa0305556012150b,0.586,0.887,2,-5.255,1,0.0546,0.00137,0.0,0.13,0.39,108.907,audio_features,203119,4
Between Angels And Insects,Papa Roach,Between Angels And Insects,Papa Roach,Infest,24z528iI9kZu5LbkLainjI,71,,0.519,0.961,2,-3.214,0,0.0642,0.000207,0.000419,0.195,0.344,93.466,audio_features,234467,4
Born For Greatness,Papa Roach,Born For Greatness,Papa Roach,Crooked Teeth,5NFXaR31k0gmII07w6OJIt,66,https://p.scdn.co/mp3-preview/11effdaba25b81e7e67dd3ab91fdee96af49da0e?cid=3502c8805da84b25aa0305556012150b,0.515,0.871,9,-4.812,0,0.0674,0.0539,0.0,0.056,0.289,134.015,audio_features,227847,4
Broken Home,Papa Roach,Broken Home,Papa Roach,Infest,1s4BLQm5rznGLrNZd0GlwM,51,,0.577,0.915,6,-5.034,1,0.0513,0.00175,0.000585,0.0914,0.476,94.561,audio_features,222840,4
Burn,Papa Roach,Burn,Papa Roach,Time For Annihilation: On the Record & On the Road,0HzzxUBUxeWcMHDi9UFnNi,52,https://p.scdn.co/mp3-preview/3c5d9c32460d18f2bec5f534879744a0498bc88f?cid=3502c8805da84b25aa0305556012150b,0.456,0.981,7,-3.06,1,0.12,2.51e-05,0.000954,0.0845,0.415,91.029,audio_features,205747,4
Come Around,Papa Roach,Come Around,Papa Roach,Who Do You Trust?,3NKqvNqe04e1HeZUHjqTk8,57,https://p.scdn.co/mp3-preview/e854b67ee38ac3b69e58acbade274a04fe67711f?cid=3502c8805da84b25aa0305556012150b,0.43,0.902,2,-5.462,1,0.143,0.0561,0.0025,0.0883,0.141,185.955,audio_features,210962,4
Cut The Line (feat. Beartooth),Papa Roach,Cut The Line,Papa Roach,Ego Trip (Deluxe),15kMBHLBO0WeQJmnuSWJYN,53,https://p.scdn.co/mp3-preview/202f34d149ff80e620c4472e0b718a1f699746be?cid=3502c8805da84b25aa0305556012150b,0.528,0.941,9,-2.6,0,0.0697,0.000197,0.0123,0.219,0.627,140.075,audio_features,198186,4
Elevate,Papa Roach,Elevate,Papa Roach,Who Do You Trust?,7DwOUHJX3HkrS9dwk4gOjm,51,https://p.scdn.co/mp3-preview/d72326647231cf2b7634d0c645b0f4e71b0d904a?cid=3502c8805da84b25aa0305556012150b,0.657,0.81,2,-4.449,0,0.108,0.0297,0.0,0.266,0.619,145.022,audio_features,190000,4
Face Everything And Rise,Papa Roach,Face Everything And Rise,Papa Roach,F.E.A.R.,4uDdtW0z7ozg9umqZWSQSe,61,https://p.scdn.co/mp3-preview/1ba778d503b8cdd97111377bb0a2760f28d4bf7a?cid=3502c8805da84b25aa0305556012150b,0.414,0.989,8,-2.257,1,0.0799,3e-05,0.0,0.301,0.359,139.964,audio_features,190587,4
Falling Apart,Papa Roach,Falling Apart,Papa Roach,F.E.A.R.,2bz1WTXLHaFffolrF4GCml,66,https://p.scdn.co/mp3-preview/2449147d7077379df098ea11cb0a1fab979f87a7?cid=3502c8805da84b25aa0305556012150b,0.528,0.942,3,-2.825,0,0.0512,8.26e-05,0.0,0.344,0.42,110.061,audio_features,188920,4
Forever,Papa Roach,Forever,Papa Roach,The Paramour Sessions,1ysqqWYdYEvUZeXtgHhVB3,39,,0.578,0.558,2,-5.979,0,0.0278,0.0161,0.0,0.125,0.361,107.96,audio_features,246333,4
Getting Away With Murder,Papa Roach,Getting Away With Murder,Papa Roach,Getting Away With Murder,40dHZ1HyySmu9FmTINRbqM,61,,0.543,0.97,1,-3.78,1,0.0532,0.000115,3.34e-05,0.238,0.349,103.91,audio_features,191373,4
Gravity,Papa Roach,Gravity,Papa Roach,F.E.A.R.,3v5gs2Kg3wHhoufQIQvAdx,63,https://p.scdn.co/mp3-preview/e82b126000bc642dfbc0fa07392a3ed4095b3125?cid=3502c8805da84b25aa0305556012150b,0.567,0.922,1,-3.896,1,0.211,0.00753,0.0,0.107,0.636,85.968,audio_features,244449,4
Help,Papa Roach,Help,Papa Roach,Crooked Teeth,0IbiFpXPFpvCAIs9WMX5wC,71,https://p.scdn.co/mp3-preview/20e44c6f17bebb6d804bab3cb5bf5328218d7332?cid=3502c8805da84b25aa0305556012150b,0.506,0.914,2,-4.786,1,0.0705,0.00085,3.1e-06,0.315,0.244,91.756,audio_features,214797,4
Hollywood Whore,Papa Roach,Hollywood Whore,Papa Roach,Metamorphosis,6cLHEOfqLBWihcVjqGJCU3,36,,0.536,0.894,0,-4.515,0,0.0374,0.000908,7.23e-05,0.12,0.322,93.033,audio_features,234493,4
I Almost Told You That I Loved You,Papa Roach,I Almost Told You That I Loved You,Papa Roach,Metamorphosis,6FRGRm2bhQyikjW8ObXUqy,30,,0.524,0.949,9,-3.986,1,0.0352,0.000643,1.79e-06,0.104,0.457,93.03,audio_features,191760,4
Kick In The Teeth,Papa Roach,Kick In The Teeth,Papa Roach,Time For Annihilation: On the Record & On the Road,5sMlJASQgm0hgJSY4oWoI3,50,https://p.scdn.co/mp3-preview/1a4c2d003301f7a541489622578aa9b8ab462417?cid=3502c8805da84b25aa0305556012150b,0.557,0.989,9,-3.053,0,0.137,0.000154,3.67e-06,0.309,0.455,122.999,audio_features,191453,4
Kill The Noise,Papa Roach,Kill The Noise,Papa Roach,Ego Trip,2DyDyOW1hRYFFaMhBCAHJ9,65,https://p.scdn.co/mp3-preview/ebf0dd92a1145b083073d0b49f9dfd7c526f8af1?cid=3502c8805da84b25aa0305556012150b,0.533,0.865,0,-5.469,0,0.0601,0.000428,8.83e-05,0.283,0.605,94.969,audio_features,188127,4
Last Resort,Papa Roach,Last Resort,Papa Roach,Infest,5W8YXBz9MTIDyrpYaCg2Ky,84,,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,audio_features,199907,4
Leader of the Broken Hearts,Papa Roach,Leader Of The Broken Hearts,Papa Roach,The Connection,21ESBRYWFZmiZAM9iBIjtn,47,https://p.scdn.co/mp3-preview/4e8b6964b4ad6321bf892c06d0f51cf8d1f44d68?cid=3502c8805da84b25aa0305556012150b,0.616,0.69,6,-6.093,1,0.0349,0.000354,0.000455,0.0755,0.438,120.016,audio_features,252840,4
Leave a Light On (Talk Away The Dark),Papa Roach,Leave A Light On,Papa Roach,Ego Trip,0b6fNjbiW4uF0W01GAfRVg,66,https://p.scdn.co/mp3-preview/8ea5d480df8115b33a6428ae03e22bf9c54ac592?cid=3502c8805da84b25aa0305556012150b,0.596,0.419,11,-6.939,0,0.027,0.231,0.0,0.101,0.171,109.901,audio_features,187609,4
Lifeline,Papa Roach,Lifeline,Papa Roach,Metamorphosis,69dO2HECe2I2563iMIvEV2,37,,0.454,0.909,2,-5.23,1,0.0555,0.000183,0.00026,0.371,0.3,106.044,audio_features,257547,4
No Apologies,Papa Roach,No Apologies,Papa Roach,Ego Trip,3tOsMX89CIiuf2x2n5EQyb,55,https://p.scdn.co/mp3-preview/89436a46ebff936ea8b480cb6fa9b5377be54a19?cid=3502c8805da84b25aa0305556012150b,0.507,0.943,5,-3.215,0,0.0576,0.00032,2.63e-05,0.417,0.443,93.024,audio_features,188140,4
No Matter What,Papa Roach,No Matter What,Papa Roach,Time For Annihilation: On the Record & On the Road,5DooZQl3JTbKQetZqtjrDN,51,https://p.scdn.co/mp3-preview/06f33145404ee9f70c40dd072aaced633bc08d43?cid=3502c8805da84b25aa0305556012150b,0.488,0.926,6,-3.972,1,0.0535,0.00191,0.0,0.0845,0.283,111.023,audio_features,213080,4
Reckless,Papa Roach,Reckless,Papa Roach,The Paramour Sessions,7aFUm3wuueCITKlTaFkSJW,19,,0.393,0.826,6,-3.797,0,0.0398,0.0163,0.0,0.106,0.228,162.271,audio_features,214200,4
Scars,Papa Roach,Scars,Papa Roach,Getting Away With Murder,3TAtUJc4Sj913Cs5gBUeu0,66,,0.455,0.929,11,-3.295,1,0.0494,0.0875,0.0,0.226,0.484,89.782,audio_features,208199,4
She Loves Me Not,Papa Roach,She Loves Me Not,Papa Roach,lovehatetragedy,1eRgyfyizDWISeS99kwLNC,65,,0.598,0.955,2,-4.52,1,0.0916,0.00122,0.0,0.243,0.402,119.126,audio_features,209573,4
Stand Up,Papa Roach,Stand Up,Papa Roach,Ego Trip,43MmTgHQ9kf5AK6JpjPQQc,43,https://p.scdn.co/mp3-preview/cfb789b9fa28784f9fdf3aa6dd859eee6ffa3908?cid=3502c8805da84b25aa0305556012150b,0.558,0.941,11,-4.335,0,0.235,0.011,0.0,0.433,0.28,156.007,audio_features,228300,4
Swerve (feat. FEVER 333 & Sueco),Papa Roach,Swerve,Papa Roach,Ego Trip,68g8ct32bqJXl4po9cWeeD,55,https://p.scdn.co/mp3-preview/ccbb8f424871a438fdfb760d3d7ab492389e67bf?cid=3502c8805da84b25aa0305556012150b,0.591,0.847,1,-5.359,1,0.11,0.00323,3.42e-05,0.128,0.856,162.089,audio_features,168290,4
Take Me,Papa Roach,Take Me,Papa Roach,Getting Away With Murder,6Mzc0iOvIHgPiiY6M5vVoN,50,,0.502,0.96,1,-3.827,0,0.0713,0.00604,0.0,0.547,0.292,93.757,audio_features,206013,4
The Ending,Papa Roach,The Ending,Papa Roach,Who Do You Trust?,4orZt0eF9552qazCt2KECE,52,https://p.scdn.co/mp3-preview/ba80ab46494f57290a7501f9274d7f52b57188d1?cid=3502c8805da84b25aa0305556012150b,0.539,0.897,9,-4.447,0,0.0468,0.0997,1.63e-05,0.0942,0.514,89.998,audio_features,209829,4
Time And Time Again,Papa Roach,Time And Time Again,Papa Roach,lovehatetragedy,2OAOAtuDWWfzhbgdkZ24sw,46,,0.552,0.947,0,-5.89,1,0.0474,0.00295,1.07e-06,0.264,0.496,104.404,audio_features,178279,4
Time Is Running Out,Papa Roach,Time Is Running Out,Papa Roach,The Paramour Sessions,1EQUEGYfuvVIL95MTwqqCH,22,,0.5,0.923,9,-2.967,0,0.0537,0.00806,5.63e-06,0.373,0.406,92.036,audio_features,203413,4
...To Be Loved,Papa Roach,To Be Loved,Papa Roach,The Paramour Sessions,5c3PZBx6bFeRg5Pvg2t1IQ,49,,0.338,0.977,8,-3.169,1,0.133,0.00485,0.0,0.37,0.429,192.057,audio_features,182120,4
Where Did The Angels Go,Papa Roach,Where Did The Angels Go,Papa Roach,The Connection,524jdyXjPOASIEezD1QXXu,49,https://p.scdn.co/mp3-preview/6bd791966614e55a98d66d6a40c4f0d1280fcca7?cid=3502c8805da84b25aa0305556012150b,0.507,0.913,7,-5.662,1,0.0499,3.79e-05,0.000314,0.326,0.485,122.058,audio_features,190120,4
Who Do You Trust?,Papa Roach,Who Do You Trust,Papa Roach,Who Do You Trust?,5y07DfX1E4MVoz0J6JdSB6,50,https://p.scdn.co/mp3-preview/afbc4514d6382d7a6558086809d01b76a51643be?cid=3502c8805da84b25aa0305556012150b,0.562,0.908,2,-4.063,1,0.0371,0.029,5.19e-06,0.425,0.327,102.018,audio_features,196480,4
All Fired Up,Pat Benatar,All Fired Up,Pat Benatar,Wide Awake In Dreamland,6XpczhG192lULA9i4JLqKJ,55,,0.666,0.883,0,-9.601,1,0.0484,0.0826,0.000563,0.114,0.521,148.06,audio_features,272200,4
Diamond Field,Pat Benatar,Diamond Field,Pat Benatar,Tropico,3z1c6AvXtL8lLszei7KLXE,21,,0.526,0.716,0,-12.522,0,0.0309,0.0148,0.00325,0.156,0.932,94.715,audio_features,202600,4
Don't Walk Away,Pat Benatar,Dont Walk Away,Pat Benatar,Wide Awake In Dreamland,5L2iNbByGI8lYRUE7fCHAu,25,,0.672,0.429,7,-11.907,1,0.0288,0.387,0.00124,0.115,0.532,100.033,audio_features,280533,4
Everybody Lay Down,Pat Benatar,Everybody Lay Down,Pat Benatar,Gravity's Rainbow,0jZstuQ6509cDVWmD0h92r,23,,0.286,0.97,5,-5.184,0,0.182,0.0468,0.274,0.0828,0.411,173.948,audio_features,260267,4
Fire And Ice,Pat Benatar,Fire And Ice,Pat Benatar,Precious Time,6nZdPmZoeIDtqG8AwJlWNe,48,,0.734,0.478,0,-9.768,0,0.0313,0.105,0.000621,0.101,0.679,118.359,audio_features,201227,4
Invincible,Pat Benatar,Invincible,Pat Benatar,Seven The Hard Way,2kFCYlFRuC7YqM5stlM9fH,51,,0.558,0.828,6,-10.69,0,0.0524,0.0427,0.0101,0.331,0.724,124.852,audio_features,268867,4
Just Like Me,Pat Benatar,Just Like Me,Pat Benatar,Precious Time,2ZmYpqOpup0GhQ8CNXn4sW,26,,0.575,0.694,4,-12.351,1,0.05,0.0815,0.0189,0.074,0.659,127.492,audio_features,210907,4
Looking For A Stranger,Pat Benatar,LOOKING FOR A STRANGER,Pat Benatar,Get Nervous,1iTb1iholOxAcDZKSqODpc,29,,0.536,0.819,0,-11.45,1,0.0469,0.019,0.0236,0.152,0.663,165.205,audio_features,206573,4
Le Bel Age,Pat Benatar,Le Bel Age,Pat Benatar,Seven The Hard Way,19GaefLZEOL2MrtH7QjXDg,29,,0.573,0.688,9,-10.859,1,0.0368,0.0137,0.00899,0.308,0.359,123.623,audio_features,311600,4
Little Too Late,Pat Benatar,Little Too Late,Pat Benatar,Get Nervous,14NYH025wbbcxUUMQzg7DH,37,,0.574,0.519,4,-10.85,1,0.0417,0.144,0.0,0.19,0.925,135.104,audio_features,248333,4
Love Is A Battlefield,Pat Benatar,Love Is A Battlefield,Pat Benatar,The Collection,4wYqPn3Kg3vZrkVgW2oqAG,70,,0.669,0.633,2,-11.903,0,0.049,0.0137,0.0178,0.0979,0.862,90.626,audio_features,245400,4
Payin' The Cost To Be Boss,Pat Benatar,Payin The Cost To Be The Boss,Pat Benatar,The Collection,0DnRrFe5zxPhAxIJweYGYW,15,,0.625,0.691,2,-10.653,1,0.0829,0.132,0.00252,0.161,0.756,110.41,audio_features,193600,4
Promises In The Dark,Pat Benatar,Promises In The Dark,Pat Benatar,Ultimate Collection,53KWO4rVgaRhXJoKulnF0D,45,,0.278,0.747,5,-5.586,1,0.0423,0.0954,0.000241,0.268,0.383,158.035,audio_features,251507,4
Shadows Of The Night,Pat Benatar,SHADOWS OF THE NIGHT,Pat Benatar,Get Nervous,6pwQEpLOlwclrsjgEOHEp0,60,,0.522,0.682,6,-10.183,1,0.0344,0.29,1.23e-05,0.339,0.529,111.902,audio_features,261560,4
Sex As A Weapon,Pat Benatar,Sex As A Weapon,Pat Benatar,Seven The Hard Way,6bhE7I4xF5un9bc5d2YQSA,34,,0.565,0.771,4,-11.412,0,0.0318,0.0137,0.106,0.324,0.574,126.182,audio_features,260574,4
The Victim,Pat Benatar,THE VICTIM,Pat Benatar,Get Nervous,4irbMWPSDrjRxZmmyHjWuM,18,,0.326,0.812,9,-12.015,0,0.0606,0.000333,0.000397,0.0345,0.22,79.285,audio_features,287267,4
Treat Me Right,Pat Benatar,Treat Me Right,Pat Benatar,Crimes Of Passion,1s0OQOEwJiCybX4adE63Tf,48,,0.583,0.641,2,-9.39,0,0.0334,0.107,1.31e-06,0.0606,0.436,135.013,audio_features,205600,4
We Belong,Pat Benatar,We Belong,Pat Benatar,Tropico,665Jxlgi1HamPKbW1vwzx4,72,,0.706,0.322,5,-14.108,1,0.0467,0.528,2.37e-06,0.576,0.305,135.154,audio_features,221133,4
Alive,Pearl Jam,Alive,Pearl Jam,Ten,1L94M3KIu7QluZe63g64rv,78,https://p.scdn.co/mp3-preview/95c625d5a50dd249d5c58aebe4baf8b6e4efa09e?cid=3502c8805da84b25aa0305556012150b,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,340907,4
Animal - Remastered,Pearl Jam,Animal,Pearl Jam,Vs.,2EzaNI2kE2AoBfJ8mRZLSJ,62,https://p.scdn.co/mp3-preview/0d5ee1d68fb31729125b3274553850fec20d6a8b?cid=3502c8805da84b25aa0305556012150b,0.494,0.955,7,-4.984,1,0.0626,7.74e-05,2.77e-06,0.051,0.487,106.087,audio_features,167520,4
Better Man,Pearl Jam,Better Man,Pearl Jam,Vitalogy,2B98ljvzqpCVgt5reTHq28,70,https://p.scdn.co/mp3-preview/84e4fa43f4954d2c1a89bd6921cdc3c937cb29d8?cid=3502c8805da84b25aa0305556012150b,0.445,0.671,2,-7.937,1,0.0387,0.165,1.56e-05,0.0791,0.267,125.712,audio_features,268587,4
Black,Pearl Jam,Black,Pearl Jam,Ten,5Xak5fmy089t0FYmh3VJiY,77,https://p.scdn.co/mp3-preview/3dd447917717a7f05e3bad36f897759cce858c08?cid=3502c8805da84b25aa0305556012150b,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,audio_features,342653,4
Brother,Pearl Jam,Brother,Pearl Jam,Lost Dogs,0cQn86VR0oo7GtHrjVuQzP,32,https://p.scdn.co/mp3-preview/24eef6bafe4b069a26b9423c8d9dc965863eb067?cid=3502c8805da84b25aa0305556012150b,0.371,0.911,8,-3.102,0,0.0564,0.00662,0.172,0.138,0.421,92.318,audio_features,225893,4
Can't Deny Me,Pearl Jam,Cant Deny Me,Pearl Jam,Can't Deny Me,4PwGt5dBTmdRu4HTN8ZWgR,34,,0.663,0.972,9,-4.931,0,0.0393,0.0007,0.0,0.0943,0.918,120.025,audio_features,163920,4
Corduroy - Remastered,Pearl Jam,Corduroy,Pearl Jam,Vitalogy,5F6rwEF15hN1jnhNk2YQHn,57,https://p.scdn.co/mp3-preview/4b4bfc9021868eb22c2c9a16262700167f47e97f?cid=3502c8805da84b25aa0305556012150b,0.487,0.93,0,-7.3,1,0.0632,0.00241,2.82e-05,0.0841,0.134,131.304,audio_features,277587,4
Crazy Mary - Remastered,Pearl Jam,Crazy Mary,Pearl Jam,Vs.,40hrL4q3dxErnwzpIof6fc,48,https://p.scdn.co/mp3-preview/ac69eee721381e98ccbd386cdc64b1b7562a3ddc?cid=3502c8805da84b25aa0305556012150b,0.385,0.465,11,-10.319,0,0.034,0.0389,0.0159,0.128,0.104,139.156,audio_features,339467,4
Dance Of The Clairvoyants,Pearl Jam,Dance Of The Clairvoyants,Pearl Jam,Gigaton,58AraOVFl5hUtZuPvaOXFw,54,,0.734,0.717,11,-7.772,0,0.0413,0.0106,0.000854,0.0796,0.637,113.975,audio_features,265307,4
Dark Matter,Pearl Jam,Dark Matter,Pearl Jam,Dark Matter,0HLRccMV34ON7T0hH1qEVn,72,,0.495,0.961,2,-3.798,1,0.145,0.000251,0.0,0.0729,0.403,100.036,audio_features,211720,4
Dissident - Remastered,Pearl Jam,Dissident,Pearl Jam,Vs.,1NnUbdEvJigY0ARnoOgDrv,59,https://p.scdn.co/mp3-preview/a8bb0cbcc8d0aee73ba049e780d64b5eff3c0808?cid=3502c8805da84b25aa0305556012150b,0.267,0.864,0,-5.127,1,0.0481,0.0031,0.0,0.116,0.531,146.698,audio_features,214987,4
Do the Evolution,Pearl Jam,Do The Evolution,Pearl Jam,Yield,0dIipTYASaFwX1QxVrVFV7,62,https://p.scdn.co/mp3-preview/262ffcbf6befea769626293a7e768f3f8d5d281e?cid=3502c8805da84b25aa0305556012150b,0.466,0.981,10,-5.011,1,0.063,0.00041,0.0108,0.0673,0.325,140.643,audio_features,231253,4
Elderly Woman Behind the Counter in a Small Town - Remastered,Pearl Jam,Elderly Woman Behind The Counter In A Small Town,Pearl Jam,Vs.,5lHgBqh9VwAAzQma55gHRY,67,https://p.scdn.co/mp3-preview/cef5b25f0f41ac6c3923c7e5f5a8ca0c50fa6722?cid=3502c8805da84b25aa0305556012150b,0.281,0.493,7,-9.461,1,0.0284,0.0519,9.15e-06,0.101,0.167,60.772,audio_features,196187,4
Even Flow,Pearl Jam,Even Flow,Pearl Jam,Ten,6QewNVIDKdSl8Y3ycuHIei,81,https://p.scdn.co/mp3-preview/140dbc5942f12eeec92a28648e5b325ea71fb6ae?cid=3502c8805da84b25aa0305556012150b,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,audio_features,292581,4
Given to Fly,Pearl Jam,Given To Fly,Pearl Jam,Yield,3vL9lPWBuv0ZR3c5YmdhDl,62,https://p.scdn.co/mp3-preview/a24484f5898020d606178700624f889ffbf80e33?cid=3502c8805da84b25aa0305556012150b,0.317,0.764,7,-7.076,1,0.0282,0.000294,0.099,0.0996,0.341,101.173,audio_features,238867,4
Glorified G - Remastered,Pearl Jam,Glorified G,Pearl Jam,Vs.,4SkDezIvfJfGcUrEq37KpF,50,https://p.scdn.co/mp3-preview/fa761e399c398f1096c8c4fb5940c613d58337bf?cid=3502c8805da84b25aa0305556012150b,0.546,0.86,7,-5.618,1,0.0455,0.000278,0.255,0.0961,0.726,115.319,audio_features,204413,4
Why Go,Pearl Jam,Go,Pearl Jam,Ten,337kipThk7s7nHJ8POg1jK,58,https://p.scdn.co/mp3-preview/b1dd4be493d6691efce4c6d9d6ff253842223372?cid=3502c8805da84b25aa0305556012150b,0.322,0.968,9,-5.59,1,0.106,0.00999,4.12e-05,0.445,0.316,115.565,audio_features,200039,4
"Hail, Hail",Pearl Jam,Hail Hail,Pearl Jam,No Code,5cpnyC2TLztgxOWNzoxqbY,52,https://p.scdn.co/mp3-preview/006fbb56c574da0875d35c8bfbb027cf6cc7dbe6?cid=3502c8805da84b25aa0305556012150b,0.355,0.953,0,-4.4,1,0.0776,0.00137,3.93e-05,0.212,0.235,141.709,audio_features,221147,4
I Am Mine,Pearl Jam,I Am Mine,Pearl Jam,Riot Act,79pY2Z5eFvXMt9bSdHLrnA,63,https://p.scdn.co/mp3-preview/82ea1969fc9f99104207ddf1636b7e3a4de71048?cid=3502c8805da84b25aa0305556012150b,0.323,0.728,7,-5.416,1,0.0321,0.00394,0.000447,0.102,0.489,161.586,audio_features,215333,3
Immortality - Remastered,Pearl Jam,Immortality,Pearl Jam,Vitalogy,5TxUedy2CM04QihDdOFnsk,57,https://p.scdn.co/mp3-preview/625dabec45f303dfd9cfedf947da99f3ade79d47?cid=3502c8805da84b25aa0305556012150b,0.633,0.543,2,-9.142,1,0.0296,0.0798,0.00671,0.0964,0.118,129.089,audio_features,318067,4
In Hiding,Pearl Jam,In Hiding,Pearl Jam,Yield,4Pd29XwNou8SVdjcoVR4WP,45,https://p.scdn.co/mp3-preview/bd76082490d801e6bd13f24a9db682918f6addb6?cid=3502c8805da84b25aa0305556012150b,0.413,0.753,2,-7.089,1,0.0294,0.00237,3.71e-05,0.191,0.392,104.911,audio_features,299733,4
Jeremy,Pearl Jam,Jeremy,Pearl Jam,Ten,62nQ8UZVqR2RMvkJHkcO2o,74,https://p.scdn.co/mp3-preview/eb631e615c64a62eca65506070d09fbc0a978dcd?cid=3502c8805da84b25aa0305556012150b,0.285,0.846,2,-6.472,1,0.0438,0.0404,0.0,0.182,0.287,108.808,audio_features,318227,4
Just Breathe,Pearl Jam,Just Breathe,Pearl Jam,Backspacer,6i81qFkru6Kj1IEsB7KNp2,72,,0.473,0.348,0,-11.1,1,0.0288,0.721,7.42e-05,0.0823,0.283,107.819,audio_features,215853,4
Last Kiss,Pearl Jam,Last Kiss,Pearl Jam,Last Kiss,0QnONzv3TvHAWk294h6DaQ,75,https://p.scdn.co/mp3-preview/083e2353ef0b32995c84626204cca20ae0f704e0?cid=3502c8805da84b25aa0305556012150b,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,audio_features,195467,4
Leaving Here - Live,Pearl Jam,Leaving Here,Pearl Jam,"2014.07.08 - Leeds, England (United Kingdom) [Live]",6pZvIVJnveKybw2fMeDXVP,15,,0.471,0.947,1,-5.509,1,0.0973,0.0733,0.000228,0.722,0.65,97.934,audio_features,178773,4
Life Wasted,Pearl Jam,Life Wasted,Pearl Jam,Pearl Jam,4E938GnJH2e4dtImtRpjpX,44,https://p.scdn.co/mp3-preview/ee9acd4ac15a794d20b2abd73c84989002764503?cid=3502c8805da84b25aa0305556012150b,0.386,0.958,4,-4.297,1,0.0645,0.00134,1.18e-06,0.321,0.497,141.965,audio_features,232000,4
Light Years,Pearl Jam,Light Years,Pearl Jam,Binaural,1Tnixg8lMEydzmBsZzxQpR,51,https://p.scdn.co/mp3-preview/52e4ac6cefb04a5f03b1b5bf82455226f1573857?cid=3502c8805da84b25aa0305556012150b,0.388,0.726,7,-6.911,1,0.0341,0.0447,0.113,0.213,0.746,205.07,audio_features,306840,4
Lightning Bolt,Pearl Jam,Lightning Bolt,Pearl Jam,Lightning Bolt,5BISG8mt214XVok85ICfsz,45,,0.482,0.887,9,-6.179,1,0.0307,0.00184,6.51e-05,0.149,0.814,151.013,audio_features,253427,4
"Love, Reign O'er Me",Pearl Jam,Love Reign Oer Me,Pearl Jam,"Love, Reign O'er Me",5ZfsG6AXxJBSaiAyKuTSgy,45,https://p.scdn.co/mp3-preview/8a55c9f2e170a6bc815d567c4ba7a246315c3150?cid=3502c8805da84b25aa0305556012150b,0.222,0.768,7,-4.685,1,0.0498,0.0133,0.00111,0.303,0.0988,114.034,audio_features,332667,3
Mind Your Manners,Pearl Jam,Mind Your Manners,Pearl Jam,Lightning Bolt,2PdxbK3d0ZS58dD8jRqR6L,49,,0.569,0.905,7,-5.424,1,0.0563,0.000117,0.000582,0.182,0.848,128.034,audio_features,158240,4
Not for You - Remastered,Pearl Jam,Not For You,Pearl Jam,Vitalogy,5gdmwS7vtRb8AGGRio84uX,52,https://p.scdn.co/mp3-preview/fd403e6ac3480f4174debc779a6923fea41034aa?cid=3502c8805da84b25aa0305556012150b,0.588,0.676,9,-6.553,1,0.0324,0.0294,0.0235,0.0725,0.13,119.902,audio_features,352587,4
Nothing As It Seems,Pearl Jam,Nothing As It Seems,Pearl Jam,Binaural,1pNSYQkmeFSqsSOGwwxs5L,45,https://p.scdn.co/mp3-preview/807b418dd2b51140721aa0e2c24e062030293a1c?cid=3502c8805da84b25aa0305556012150b,0.241,0.508,9,-9.791,1,0.0275,0.0362,0.599,0.167,0.0445,140.627,audio_features,321293,4
Off He Goes,Pearl Jam,Off He Goes,Pearl Jam,No Code,0G6qDSSFmjzb9N0PK8PjGm,54,https://p.scdn.co/mp3-preview/7ae9b01da1876686f38409da781641ea30b894e9?cid=3502c8805da84b25aa0305556012150b,0.684,0.344,0,-14.825,1,0.029,0.574,0.00235,0.113,0.343,101.39,audio_features,358453,4
Red Mosquito,Pearl Jam,Red Mosquito,Pearl Jam,No Code,53W0AL4qdOb5IpCxJM4AdE,42,https://p.scdn.co/mp3-preview/18a942c281ea18d318ac2805d5c256c3395b55e7?cid=3502c8805da84b25aa0305556012150b,0.17,0.738,5,-6.678,1,0.0517,0.25,0.000906,0.15,0.352,173.28,audio_features,242733,3
Save You,Pearl Jam,Save You,Pearl Jam,Riot Act,4ilxCIvCVtBppVykx9UDaX,43,https://p.scdn.co/mp3-preview/2972c12bcbeabe69ad38ed61364de67ae4c539fc?cid=3502c8805da84b25aa0305556012150b,0.298,0.947,4,-6.583,0,0.0637,0.0205,0.000408,0.223,0.558,161.817,audio_features,230027,4
Sirens,Pearl Jam,Sirens,Pearl Jam,Lightning Bolt,1cAMXz9mnvrqyQLSG4KeeE,64,,0.523,0.847,3,-5.888,1,0.028,0.00309,1.21e-05,0.146,0.475,155.032,audio_features,340320,4
